
--- Continued Training Session ---
1,0.923216,0.0988438,3.40282e+38
2,0.335948,0.0725241,0.0263197
3,0.320147,0.0537379,0.0187863
4,0.326434,0.0522317,0.00150621
5,0.381744,0.0522317,0
6,0.332896,0.0522317,0
7,0.349238,0.0522317,0
8,0.294644,0.0483997,0.00383198
9,0.421294,0.0483997,0
10,0.294729,0.0483997,0
11,0.562742,0.0483997,0
12,0.417151,0.0483997,0
13,0.277952,0.0454844,0.00291526
14,0.47162,0.0454844,0
15,0.284886,0.0454844,0
16,0.375618,0.0454844,0
17,0.527395,0.0454844,0
18,0.365413,0.0454844,0
19,0.355903,0.0454844,0
20,0.429713,0.0454844,0
21,0.314495,0.0454844,0
22,0.350909,0.0435215,0.00196287
23,0.45238,0.0435215,0
24,0.2517,0.0435215,0
25,0.259298,0.0435215,0
26,0.360876,0.0435215,0
27,0.310113,0.0435215,0
28,0.358914,0.0435215,0
29,0.450986,0.0435215,0
30,0.383155,0.0435215,0
31,0.282102,0.0421341,0.00138742
32,0.448187,0.0421341,0
33,0.420393,0.0421341,0
34,0.371887,0.0421341,0
35,0.43027,0.0421341,0
36,0.216172,0.0421341,0
37,0.466654,0.0421341,0
38,0.366954,0.0421341,0
39,0.363514,0.0410615,0.00107259
40,0.212948,0.0410615,0
41,0.488166,0.0410615,0
42,0.349716,0.0410615,0
43,0.243631,0.0389486,0.00211294
44,0.369035,0.0389486,0
45,0.436223,0.0381883,0.000760302
46,0.409212,0.0381883,0
47,0.343929,0.0381883,0
48,0.330442,0.0381883,0
49,0.491434,0.0381883,0
50,0.613541,0.0381883,0
51,0.258203,0.0381883,0
52,0.431868,0.0381883,0
53,0.401526,0.0381883,0
54,0.414536,0.0381883,0
55,0.319135,0.0381883,0
56,0.406688,0.0381883,0
57,0.345287,0.0381883,0
58,0.388637,0.0381883,0
59,0.474655,0.0381883,0
60,0.516211,0.0381883,0
61,0.354238,0.0381883,0
62,0.38797,0.0381883,0
63,0.41429,0.0381883,0
64,0.267437,0.0381883,0
65,0.26897,0.0381883,0
66,0.383348,0.0381883,0
67,0.309455,0.0381883,0
68,0.349499,0.0381883,0
69,0.405494,0.0381883,0
70,0.269582,0.0381883,0
71,0.293387,0.0381883,0
72,0.288073,0.0381883,0
73,0.510056,0.0381883,0
74,0.513706,0.0381883,0
75,0.443235,0.0381883,0
76,0.533827,0.0381883,0
77,0.345411,0.0381883,0
